f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
47,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.0009177469312836985,0.00011471836641046231,0.0009177469312836985,0.00011471836641046231
48,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.0009177469312836985,0.00011471836641046231
49,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.0009177469312836985,0.00011471836641046231
50,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
51,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
52,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
53,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
54,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
55,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.0005735918320523115,0.00011471836641046231
56,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.0005735918320523115,0.00011471836641046231
57,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.0005735918320523115,0.00011471836641046231
58,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
59,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
60,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
61,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
62,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
63,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
64,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
65,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
66,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
67,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
68,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
69,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
70,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
71,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
72,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
73,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
74,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
75,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
76,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
77,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
78,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
79,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
80,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
81,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
82,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
83,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
84,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
85,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
86,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
87,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
88,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
89,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
90,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
91,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
92,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
93,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
94,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
95,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
96,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
97,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
98,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231,0.00011471836641046231
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
